Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,373.5433654785156,374.7801208496094,370.08050537109375,370.9709777832031,366.96319580078125,1364747
2014-01-02,370.9709777832031,372.20770263671875,365.281982421875,368.3985595703125,364.4185485839844,3015089
2014-01-03,364.0947265625,364.0947265625,356.17962646484375,358.8509521484375,354.97412109375,5004049
2014-01-06,363.60003662109375,366.56817626953125,360.3350524902344,363.05584716796875,359.133544921875,5490077
2014-01-07,363.1053466796875,366.073486328125,359.88983154296875,361.2254943847656,357.322998046875,4020899
2014-01-08,361.2254943847656,367.6565246582031,360.68133544921875,366.3208312988281,362.3632507324219,5455728
2014-01-09,368.2501525878906,368.4480285644531,361.1265563964844,364.0452575683594,360.1122741699219,3603790
2014-01-10,366.073486328125,366.6671142578125,361.6212463378906,363.1053466796875,359.1824951171875,3100755
2014-01-13,368.69537353515625,375.4232177734375,367.804931640625,372.1582336425781,368.1376037597656,6706639
2014-01-14,371.119384765625,371.51513671875,364.19366455078125,367.8544006347656,363.8802795410156,3272370
2014-01-15,370.0310363769531,374.1369934082031,368.7448425292969,373.2960205078125,369.26312255859375,4846708
2014-01-16,374.9779968261719,374.9779968261719,362.9074401855469,365.8261413574219,361.87396240234375,7788351
2014-01-17,363.60003662109375,369.9320983886719,363.1548156738281,365.77667236328125,361.82501220703125,5000974
2014-01-20,367.11236572265625,372.7518615722656,366.56817626953125,370.9215087890625,366.9142761230469,3246922
2014-01-21,371.02044677734375,383.6846008300781,368.2501525878906,380.7164306640625,376.6033630371094,5781491
2014-01-22,377.4019775390625,383.3877868652344,376.016845703125,382.00262451171875,377.87567138671875,5654756
2014-01-23,381.1616516113281,384.8718566894531,376.6599426269531,379.5291748046875,375.42889404296875,3790225
2014-01-24,374.9779968261719,377.99560546875,364.88623046875,366.46923828125,362.5100402832031,3620342
2014-01-27,359.14776611328125,359.14776611328125,341.8829650878906,344.5543212890625,340.8319091796875,9238425
2014-01-28,341.83349609375,355.58599853515625,341.83349609375,352.46942138671875,348.6615295410156,6612172
2014-01-29,356.278564453125,358.7025451660156,346.82989501953125,348.0171813964844,344.2573547363281,3287502
2014-01-30,345.5931701660156,363.60003662109375,345.2963562011719,357.9110412597656,354.0443420410156,9116541
2014-01-31,354.5965881347656,354.5965881347656,343.31756591796875,345.84051513671875,342.104248046875,6933187
2014-02-03,343.31756591796875,346.03839111328125,332.0385437011719,332.830078125,329.2343444824219,5637192
2014-02-04,328.57568359375,343.020751953125,328.57568359375,342.1797790527344,338.4830322265625,11461601
2014-02-05,339.3600158691406,354.6955261230469,335.9466247558594,351.33160400390625,347.5359802246094,9438000
2014-02-06,349.3033752441406,356.4269714355469,345.2963562011719,353.85455322265625,350.03167724609375,8085726
2014-02-07,356.17962646484375,359.14776611328125,352.3210144042969,356.37750244140625,352.5273742675781,5491087
2014-02-10,361.1265563964844,363.5010986328125,354.2008361816406,360.1866455078125,356.29534912109375,6579782
2014-02-11,377.0062255859375,378.63873291015625,366.7165832519531,370.5257263183594,366.5227355957031,15829803
2014-02-12,372.00982666015625,378.935546875,371.1688537597656,372.6529235839844,368.6269226074219,7803372
2014-02-13,375.9673767089844,379.3807678222656,370.7236328125,371.9603576660156,367.94189453125,6825757
2014-02-14,376.1652526855469,385.86126708984375,376.1652526855469,384.6739807128906,380.5181579589844,6760699
2014-02-17,387.8894958496094,391.25341796875,380.1722717285156,382.4973449707031,378.3650207519531,8642839
2014-02-18,383.8330078125,390.066162109375,381.21112060546875,387.24639892578125,383.062744140625,6076398
2014-02-19,387.84002685546875,388.82940673828125,383.7835388183594,387.3453369140625,383.16064453125,3946755
2014-02-20,387.3453369140625,390.8081970214844,385.2676086425781,387.6916198730469,383.5032043457031,6735367
2014-02-21,390.8081970214844,393.5784912109375,388.6809997558594,391.9954528808594,387.7605285644531,6397085
2014-02-24,392.83642578125,396.5960998535156,390.0166931152344,392.34173583984375,388.10302734375,5249755
2014-02-25,394.7657470703125,395.45831298828125,389.3735656738281,394.27105712890625,390.01153564453125,3064479
2014-02-26,392.8858947753906,398.278076171875,391.8470458984375,396.9423828125,392.65399169921875,7317594
2014-02-28,405.6490173339844,413.7619934082031,400.0589599609375,412.5252685546875,408.0685729980469,12677990
2014-03-03,410.595947265625,410.595947265625,403.9175720214844,406.3415832519531,401.95166015625,6684037
