Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,494.3999938964844,503.8999938964844,492.0,499.75,460.084716796875,1866326
2014-01-02,501.3999938964844,505.1000061035156,483.0,485.54998779296875,447.0116882324219,952911
2014-01-03,483.0,491.5,480.0,489.5,450.648193359375,994043
2014-01-06,491.3500061035156,492.5,482.6000061035156,490.6499938964844,451.7069396972656,833555
2014-01-07,491.0,493.5,484.0,489.95001220703125,451.06243896484375,708829
2014-01-08,490.54998779296875,493.0,487.5,490.5,451.56890869140625,703600
2014-01-09,488.3500061035156,491.8999938964844,485.54998779296875,490.1000061035156,451.20062255859375,639802
2014-01-10,488.0,498.0,488.0,492.0,452.9498596191406,610335
2014-01-13,488.70001220703125,499.3999938964844,488.0,494.04998779296875,454.83709716796875,1093710
2014-01-14,492.0,496.5,486.04998779296875,487.3999938964844,448.71490478515625,448596
2014-01-15,486.0,494.70001220703125,486.0,493.5,454.3307189941406,597708
2014-01-16,495.0,496.8500061035156,490.70001220703125,495.6000061035156,456.26409912109375,738459
2014-01-17,497.45001220703125,500.0,488.1000061035156,491.54998779296875,452.5354309082031,827389
2014-01-20,491.5,492.5,483.75,490.0,451.1085510253906,1396371
2014-01-21,478.0,482.8999938964844,472.29998779296875,479.25,441.2117919921875,1628124
2014-01-22,478.8500061035156,478.8500061035156,466.8500061035156,472.6000061035156,435.08953857421875,2795089
2014-01-23,473.8999938964844,474.5,468.1499938964844,473.0,435.45794677734375,941667
2014-01-24,469.25,479.54998779296875,465.0,478.1000061035156,440.153076171875,1170322
2014-01-27,474.0,478.8999938964844,470.5,476.3999938964844,438.5879821777344,941676
2014-01-28,475.25,480.70001220703125,471.0,476.79998779296875,438.9561767578125,902422
2014-01-29,478.1000061035156,484.75,473.75,482.8999938964844,444.572021484375,1046075
2014-01-30,478.0,480.0,463.95001220703125,477.5,439.6006164550781,2915597
2014-01-31,474.1499938964844,478.8999938964844,467.04998779296875,471.70001220703125,434.26104736328125,1681719
2014-02-03,468.25,479.0,467.54998779296875,469.8999938964844,432.6038513183594,651775
2014-02-04,465.04998779296875,477.3999938964844,464.04998779296875,476.0,438.2197265625,969792
2014-02-05,473.20001220703125,485.1000061035156,470.1000061035156,484.45001220703125,445.9991149902344,1254256
2014-02-06,485.54998779296875,488.0,478.0,484.04998779296875,445.6307678222656,978103
2014-02-07,487.0,491.29998779296875,484.04998779296875,490.5,451.56890869140625,596025
2014-02-10,492.79998779296875,495.0,485.0,487.0,448.3466796875,2209585
2014-02-11,489.1000061035156,489.25,480.70001220703125,484.3500061035156,445.90704345703125,1058522
2014-02-12,479.0,483.0,474.1000061035156,477.3500061035156,439.4626159667969,856522
2014-02-13,477.3500061035156,479.75,466.6499938964844,468.79998779296875,431.59112548828125,318431
2014-02-14,469.6499938964844,475.45001220703125,469.25,472.79998779296875,435.27374267578125,323567
2014-02-17,474.8500061035156,476.20001220703125,470.6000061035156,473.25,435.68792724609375,274976
2014-02-18,473.5,477.0,463.6499938964844,473.1000061035156,435.54986572265625,403429
2014-02-19,472.0,473.1000061035156,467.5,468.5,431.3149719238281,292623
2014-02-20,466.6499938964844,467.5,460.20001220703125,461.6000061035156,424.96270751953125,694901
2014-02-21,462.25,468.8500061035156,461.29998779296875,464.0,427.17218017578125,562640
2014-02-24,464.5,471.79998779296875,464.04998779296875,470.79998779296875,433.4324035644531,303887
2014-02-25,471.5,474.8500061035156,470.1000061035156,472.04998779296875,434.5832214355469,806751
2014-02-26,470.5,479.8999938964844,470.5,477.1499938964844,439.2784423828125,604265
2014-02-28,477.75,482.5,470.54998779296875,473.0,435.45794677734375,673369
2014-03-03,471.5,476.3500061035156,468.5,472.95001220703125,435.4117431640625,431296
2014-03-04,471.54998779296875,477.5,471.54998779296875,475.6000061035156,437.8514709472656,1001089
2014-03-05,477.3999938964844,478.8999938964844,472.0,474.6000061035156,436.9308776855469,436618
2014-03-06,476.5,477.20001220703125,472.54998779296875,474.54998779296875,436.8847351074219,437306
2014-03-07,475.8999938964844,484.29998779296875,473.5,481.0,442.8229064941406,930496
2014-03-10,482.0,490.0,480.6000061035156,484.8500061035156,446.3672790527344,993946
2014-03-11,487.6000061035156,489.5,478.54998779296875,480.70001220703125,442.5467224121094,535386
2014-03-12,481.0,495.95001220703125,478.6000061035156,494.29998779296875,455.0672912597656,907392
2014-03-13,498.0,504.20001220703125,491.70001220703125,493.75,454.5608825683594,772560
2014-03-14,491.0,499.8500061035156,490.95001220703125,495.5,456.1719665527344,711413
2014-03-18,496.5,504.6000061035156,494.20001220703125,501.6000061035156,461.7878723144531,621330
2014-03-19,503.0,514.4500122070312,503.0,513.0499877929688,472.3290100097656,939626
2014-03-20,513.5,519.7000122070312,513.0,515.5999755859375,474.6766357421875,1196743
2014-03-21,516.1500244140625,518.0,504.95001220703125,510.1000061035156,469.6132507324219,955311
2014-03-24,507.5,525.0,506.04998779296875,523.9000244140625,482.31793212890625,985612
2014-03-25,524.5,533.5999755859375,522.0,525.2999877929688,483.6067199707031,655035
2014-03-26,526.5499877929688,533.25,523.4500122070312,529.0999755859375,487.1051940917969,577241
2014-03-27,527.4500122070312,544.0,527.4500122070312,539.0499877929688,496.26544189453125,1514253
2014-03-28,542.0,543.0,533.9000244140625,539.8499755859375,497.0018005371094,559627
2014-03-31,540.0,550.0,535.0,547.9500122070312,504.4591369628906,545531
2014-04-01,547.75,547.75,532.0,536.6500244140625,494.0559387207031,590285
2014-04-02,536.0,542.7999877929688,521.0,522.7999877929688,481.30511474609375,1296369
2014-04-03,523.5499877929688,542.0,523.5499877929688,538.5999755859375,495.85107421875,960789
2014-04-04,543.0,543.0,527.5,530.7000122070312,488.57818603515625,757681
2014-04-07,531.0,544.8499755859375,526.5,539.5499877929688,496.7256774902344,1064991
2014-04-09,542.3499755859375,549.5,538.8499755859375,547.7000122070312,504.2289123535156,620888
2014-04-10,544.2999877929688,550.0,539.4000244140625,541.5,498.52093505859375,740700
2014-04-11,540.0,546.8499755859375,535.4000244140625,543.7000122070312,500.5464172363281,513869
2014-04-15,544.0,545.0,530.8499755859375,534.5,492.07659912109375,403358
2014-04-16,537.6500244140625,538.5,532.5,534.9000244140625,492.4448547363281,750909
2014-04-17,537.9000244140625,546.5,533.2000122070312,543.75,500.5924987792969,697395
