Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,529.0,534.2999877929688,529.0,531.1799926757812,471.95697021484375,63580
2014-01-02,532.5750122070312,535.4000244140625,519.39501953125,528.0150146484375,469.1450500488281,259840
2014-01-03,536.5,560.0,531.0999755859375,533.3599853515625,473.89410400390625,911650
2014-01-06,537.5999755859375,544.4000244140625,534.0,538.7650146484375,478.6965026855469,252880
2014-01-07,541.39501953125,544.0,536.5,538.1900024414062,478.1854553222656,196450
2014-01-08,539.489990234375,542.7899780273438,537.989990234375,542.239990234375,481.78399658203125,200480
2014-01-09,542.5,543.5,536.5,537.2849731445312,477.3813781738281,82350
2014-01-10,539.0,545.0,535.0999755859375,540.594970703125,480.322265625,294110
2014-01-13,544.0,544.7949829101562,538.0,542.6900024414062,482.18377685546875,173800
2014-01-14,541.0,541.4949951171875,535.0999755859375,537.9450073242188,477.96783447265625,169040
2014-01-15,536.0,540.0,521.5,523.7150268554688,465.3243713378906,276640
2014-01-16,526.0,532.0,512.5,513.0349731445312,455.8350524902344,251750
2014-01-17,515.0,526.5,515.0,523.8049926757812,465.404296875,245670
2014-01-20,522.4000244140625,522.9000244140625,518.1799926757812,520.0900268554688,462.1035461425781,89830
2014-01-21,520.0900268554688,520.2000122070312,515.0,517.7249755859375,460.0021667480469,80480
2014-01-22,517.5,517.5150146484375,513.5,514.47998046875,457.1189880371094,159030
2014-01-23,519.0,519.0,507.5,508.3550109863281,451.6770324707031,450610
2014-01-24,508.3550109863281,512.2999877929688,506.79998779296875,508.1199951171875,451.4681091308594,359440
2014-01-27,506.6000061035156,512.0999755859375,502.1000061035156,505.010009765625,448.7049255371094,135350
2014-01-28,505.0,505.9150085449219,495.0,495.93499755859375,440.6416320800781,168420
2014-01-29,499.0,504.1000061035156,496.20001220703125,503.32000732421875,447.2032165527344,231740
2014-01-30,501.0,503.32000732421875,492.5,494.5799865722656,439.43768310546875,227420
2014-01-31,503.8999938964844,509.1000061035156,490.239990234375,504.7149963378906,448.44268798828125,367900
2014-02-03,499.29998779296875,504.7300109863281,492.0,493.864990234375,438.8024597167969,205620
2014-02-04,492.0,501.07501220703125,492.0,496.0450134277344,440.7394714355469,198220
2014-02-05,496.20001220703125,503.8900146484375,496.0,501.31500244140625,445.4219055175781,279460
2014-02-06,498.5299987792969,502.9750061035156,498.010009765625,499.9549865722656,444.2134094238281,233240
2014-02-07,500.0,504.0,500.0,501.625,445.69732666015625,318100
2014-02-10,500.0,504.1000061035156,498.6050109863281,503.4549865722656,447.3232116699219,133720
2014-02-11,500.5299987792969,513.4550170898438,500.5299987792969,505.7900085449219,449.39788818359375,213650
2014-02-12,502.29998779296875,511.5,502.29998779296875,505.5400085449219,449.17578125,585460
2014-02-13,510.0,519.7999877929688,507.5050048828125,509.885009765625,453.03631591796875,469410
2014-02-14,508.5,514.0,505.0,508.2850036621094,451.6147155761719,200480
2014-02-17,500.0,508.4700012207031,495.0,500.42999267578125,444.63555908203125,801900
2014-02-18,496.5,504.70001220703125,496.5,502.4750061035156,446.4525146484375,112630
2014-02-19,503.44000244140625,508.0050048828125,502.8800048828125,505.80999755859375,449.4155578613281,121940
2014-02-20,503.29998779296875,506.3699951171875,503.1050109863281,504.3399963378906,448.10955810546875,434150
2014-02-21,501.20001220703125,508.0,501.20001220703125,505.7250061035156,449.3401794433594,305840
